"Sample","Abundance","Phenotype"
"M42_2_PD",183167.4373,"PD"
"M43_1_PD",57596.19199,"PD"
"M43_2_PD",33343.63751,"PD"
"M64_1_PD",139188.2746,"PD"
"M64_2_PD",159016.5615,"PD"
"M1_1_MSS",591146.1386,"MSS"
"M1_2_MSS",553651.3465,"MSS"
"M5_1_MSS",449972.0237,"MSS"
"M5_2_MSS",465560.0034,"MSS"
"T49_1_MSS",1155992.84,"MSS"
"T49_2_MSS",774356.0393,"MSS"
"M42_1_PD",591050.1465,"PD"
"M42_2_PD",765493.5044,"PD"
"M43_1_PD",698028.5753,"PD"
"M43_2_PD",702596.4921,"PD"
"M64_1_PD",1858946.642,"PD"
"M64_2_PD",1580107.597,"PD"
"M1_1_MSS",166326.6283,"MSS"
"M1_2_MSS",166220.5631,"MSS"
"M5_1_MSS",119566.9867,"MSS"
"M5_2_MSS",135940.2448,"MSS"
"T49_1_MSS",204732.3696,"MSS"
"T49_2_MSS",188332.0053,"MSS"
"M42_1_PD",230386.2312,"PD"
"M42_2_PD",189517.7003,"PD"
"M43_1_PD",106028.0544,"PD"
"M43_2_PD",98320.67174,"PD"
"M64_1_PD",211569.329,"PD"
"M64_2_PD",173418.509,"PD"
"M1_1_MSS",83202.00782,"MSS"
"M1_2_MSS",141202.0054,"MSS"
"M5_1_MSS",161633.4864,"MSS"
"M5_2_MSS",268751.5309,"MSS"
"T49_1_MSS",172530.4531,"MSS"
"T49_2_MSS",140412.3039,"MSS"
"M42_1_PD",149201.4906,"PD"
"M42_2_PD",249039.0432,"PD"
"M43_1_PD",75047.09677,"PD"
"M43_2_PD",92490.15197,"PD"
"M64_1_PD",348291.3295,"PD"
"M64_2_PD",256588.4264,"PD"
"M1_1_MSS",59306.50064,"MSS"
"M1_2_MSS",44250.98462,"MSS"
"M5_1_MSS",28952.83176,"MSS"
"M5_2_MSS",46173.72755,"MSS"
"T49_1_MSS",51586.02758,"MSS"
"T49_2_MSS",45816.23153,"MSS"
"M42_1_PD",38835.04443,"PD"
"M42_2_PD",17413.43492,"PD"
"M43_1_PD",184771.5063,"PD"
"M43_2_PD",186865.6046,"PD"
"M64_1_PD",19476.7264,"PD"
"M64_2_PD",37050.46944,"PD"
"M1_1_MSS",11784.61937,"MSS"
"M1_2_MSS",18830.58441,"MSS"
"M5_1_MSS",26516.32261,"MSS"
"M5_2_MSS",31479.51699,"MSS"
"T49_1_MSS",19485.05893,"MSS"
"T49_2_MSS",14853.20874,"MSS"
"M42_1_PD",35203.48709,"PD"
"M42_2_PD",42230.14676,"PD"
"M43_1_PD",12922.31304,"PD"
"M43_2_PD",12428.30742,"PD"
"M64_1_PD",50163.04962,"PD"
"M64_2_PD",28136.2988,"PD"
"M1_1_MSS",256263.5349,"MSS"
"M1_2_MSS",229307.3205,"MSS"
"M5_1_MSS",450340.0377,"MSS"
"M5_2_MSS",322981.743,"MSS"
"T49_1_MSS",776305.5582,"MSS"
"T49_2_MSS",812828.4603,"MSS"
"M42_1_PD",518853.1141,"PD"
"M42_2_PD",493072.7823,"PD"
"M43_1_PD",148733.6666,"PD"
"M43_2_PD",149505.9614,"PD"
"M64_1_PD",409438.7242,"PD"
"M64_2_PD",408908.133,"PD"
"M1_1_MSS",339664.7137,"MSS"
"M1_2_MSS",398087.7517,"MSS"
"M5_1_MSS",275285.8395,"MSS"
"M5_2_MSS",161800.595,"MSS"
"T49_1_MSS",248342.0665,"MSS"
"T49_2_MSS",308784.1704,"MSS"
"M42_1_PD",305312.8785,"PD"
"M42_2_PD",69073.54294,"PD"
"M43_1_PD",69801.57507,"PD"
"M43_2_PD",23141.18445,"PD"
"M64_1_PD",382371.2752,"PD"
"M64_2_PD",396135.0301,"PD"
"M1_1_MSS",27350.58298,"MSS"
"M1_2_MSS",2903.749418,"MSS"
"M5_1_MSS",2919.535018,"MSS"
"M5_2_MSS",20837.4172,"MSS"
"T49_1_MSS",39059.11219,"MSS"
"T49_2_MSS",3296.669095,"MSS"
"M42_1_PD",128079.54,"PD"
"M42_2_PD",106350.5932,"PD"
"M43_1_PD",148053.2979,"PD"
"M43_2_PD",115030.3881,"PD"
"M64_1_PD",77102.19864,"PD"
"M64_2_PD",125811.3258,"PD"
"M1_1_MSS",96526.17266,"MSS"
"M1_2_MSS",89155.20251,"MSS"
"M5_1_MSS",76391.52826,"MSS"
"M5_2_MSS",102146.7678,"MSS"
"T49_1_MSS",71218.72381,"MSS"
"T49_2_MSS",57245.87257,"MSS"
"M42_1_PD",174422.6584,"PD"
"M42_2_PD",137220.6017,"PD"
"M43_1_PD",77589.79376,"PD"
"M43_2_PD",55917.77141,"PD"
"M64_1_PD",102211.5532,"PD"
"M64_2_PD",81982.1465,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",1220.058272,"MSS"
"M5_1_MSS",1515.009739,"MSS"
"M5_2_MSS",1211.750422,"MSS"
"T49_1_MSS",760.5957537,"MSS"
"T49_2_MSS",100.3047635,"MSS"
"M42_1_PD",247.2978605,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",22465.50192,"PD"
"M43_2_PD",18146.99142,"PD"
"M64_1_PD",360.1357497,"PD"
"M64_2_PD",350.7980912,"PD"
"M1_1_MSS",90204.81171,"MSS"
"M1_2_MSS",73227.09419,"MSS"
"M5_1_MSS",215164.6717,"MSS"
"M5_2_MSS",326883.5431,"MSS"
"T49_1_MSS",110404.645,"MSS"
"T49_2_MSS",144098.6858,"MSS"
"M42_1_PD",843694.2482,"PD"
"M42_2_PD",711747.6965,"PD"
"M43_1_PD",948358.7758,"PD"
"M43_2_PD",1156246.92,"PD"
"M64_1_PD",673880.6599,"PD"
"M64_2_PD",603033.1767,"PD"
"M1_1_MSS",46516.54499,"MSS"
"M1_2_MSS",36659.07927,"MSS"
"M5_1_MSS",5906.321513,"MSS"
"M5_2_MSS",6253.642751,"MSS"
"T49_1_MSS",11732.67376,"MSS"
"T49_2_MSS",2555.85173,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",1660.022606,"PD"
"M43_2_PD",4614.313156,"PD"
"M64_1_PD",9167.285951,"PD"
"M64_2_PD",1805.917181,"PD"
"M1_1_MSS",308363.0771,"MSS"
"M1_2_MSS",423754.1067,"MSS"
"M5_1_MSS",527677.4977,"MSS"
"M5_2_MSS",383709.4364,"MSS"
"T49_1_MSS",324376.235,"MSS"
"T49_2_MSS",286550.679,"MSS"
"M42_1_PD",408420.9295,"PD"
"M42_2_PD",606408.63,"PD"
"M43_1_PD",129489.9667,"PD"
"M43_2_PD",147365.9813,"PD"
"M64_1_PD",354374.2737,"PD"
"M64_2_PD",458865.8913,"PD"
"M1_1_MSS",40023.68968,"MSS"
"M1_2_MSS",21890.42383,"MSS"
"M5_1_MSS",1700.607641,"MSS"
"M5_2_MSS",2664.765683,"MSS"
"T49_1_MSS",4046.836815,"MSS"
"T49_2_MSS",4886.092242,"MSS"
"M42_1_PD",671.5493346,"PD"
"M42_2_PD",1289.56821,"PD"
"M43_1_PD",105167.4326,"PD"
"M43_2_PD",135217.0236,"PD"
"M64_1_PD",4492.347541,"PD"
"M64_2_PD",6778.665523,"PD"
"M1_1_MSS",484294.2063,"MSS"
"M1_2_MSS",451422.7406,"MSS"
"M5_1_MSS",104657.5211,"MSS"
"M5_2_MSS",133682.2163,"MSS"
"T49_1_MSS",496810.1944,"MSS"
"T49_2_MSS",596605.4544,"MSS"
"M42_1_PD",27541.52728,"PD"
"M42_2_PD",31278.40164,"PD"
"M43_1_PD",616161.0936,"PD"
"M43_2_PD",671778.9127,"PD"
"M64_1_PD",327577.1332,"PD"
"M64_2_PD",318817.4864,"PD"
"M1_1_MSS",54895.06893,"MSS"
"M1_2_MSS",23815.06286,"MSS"
"M5_1_MSS",62718.39218,"MSS"
"M5_2_MSS",98886.07857,"MSS"
"T49_1_MSS",28969.00716,"MSS"
"T49_2_MSS",25452.2466,"MSS"
"M42_1_PD",12626.21538,"PD"
"M42_2_PD",12456.26143,"PD"
"M43_1_PD",42113.6765,"PD"
"M43_2_PD",61067.8083,"PD"
"M64_1_PD",60710.93614,"PD"
"M64_2_PD",85665.46955,"PD"
"M1_1_MSS",7417.93755,"MSS"
"M1_2_MSS",5335.632668,"MSS"
"M5_1_MSS",2372.879495,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",20126.25996,"MSS"
"T49_2_MSS",19289.06158,"MSS"
"M42_1_PD",9397.990499,"PD"
"M42_2_PD",704.1951057,"PD"
"M43_1_PD",50474.24095,"PD"
"M43_2_PD",65261.25661,"PD"
"M64_1_PD",8834.895096,"PD"
"M64_2_PD",8654.539398,"PD"
"M1_1_MSS",74392.08863,"MSS"
"M1_2_MSS",52397.82695,"MSS"
"M5_1_MSS",43430.35141,"MSS"
"M5_2_MSS",57841.02401,"MSS"
"T49_1_MSS",15605.95782,"MSS"
"T49_2_MSS",19479.39462,"MSS"
"M42_1_PD",18407.36949,"PD"
"M42_2_PD",14993.75356,"PD"
"M43_1_PD",174839.0858,"PD"
"M43_2_PD",158228.6957,"PD"
"M64_1_PD",40564.27713,"PD"
"M64_2_PD",76638.59424,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",21379.87223,"PD"
"M43_2_PD",14513.09656,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",31599.43966,"MSS"
"M1_2_MSS",20479.06786,"MSS"
"M5_1_MSS",2280.355073,"MSS"
"M5_2_MSS",7240.22177,"MSS"
"T49_1_MSS",27895.87729,"MSS"
"T49_2_MSS",37800.39435,"MSS"
"M42_1_PD",25170.17281,"PD"
"M42_2_PD",30251.81403,"PD"
"M43_1_PD",36716.71164,"PD"
"M43_2_PD",37671.4679,"PD"
"M64_1_PD",19277.86603,"PD"
"M64_2_PD",16351.48004,"PD"
"M1_1_MSS",43544.03592,"MSS"
"M1_2_MSS",49615.947,"MSS"
"M5_1_MSS",9465.779516,"MSS"
"M5_2_MSS",2072.296258,"MSS"
"T49_1_MSS",11244.5407,"MSS"
"T49_2_MSS",9251.312641,"MSS"
"M42_1_PD",8919.820036,"PD"
"M42_2_PD",8692.880079,"PD"
"M43_1_PD",33680.88256,"PD"
"M43_2_PD",26926.41855,"PD"
"M64_1_PD",29776.56828,"PD"
"M64_2_PD",16475.72097,"PD"
"M1_1_MSS",4267.761353,"MSS"
"M1_2_MSS",10087.90627,"MSS"
"M5_1_MSS",818.5564615,"MSS"
"M5_2_MSS",2391.357189,"MSS"
"T49_1_MSS",2202.820057,"MSS"
"T49_2_MSS",3471.715299,"MSS"
"M42_1_PD",11523.37452,"PD"
"M42_2_PD",12318.08747,"PD"
"M43_1_PD",2176.694159,"PD"
"M43_2_PD",1107.406688,"PD"
"M64_1_PD",20115.24185,"PD"
"M64_2_PD",7487.261429,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",1421.69886,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",12606.86368,"PD"
"M43_2_PD",13022.47527,"PD"
"M64_1_PD",1264.392352,"PD"
"M64_2_PD",2467.949,"PD"
"M1_1_MSS",773.8053527,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",974.5988263,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",1183.018149,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",19804.86367,"PD"
"M43_2_PD",15054.84008,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",4411.450104,"PD"
"M1_1_MSS",8755.411063,"MSS"
"M1_2_MSS",7880.226702,"MSS"
"M5_1_MSS",13590.68743,"MSS"
"M5_2_MSS",24093.59996,"MSS"
"T49_1_MSS",66019.4353,"MSS"
"T49_2_MSS",54448.87942,"MSS"
"M42_1_PD",84044.33149,"PD"
"M42_2_PD",78113.2726,"PD"
"M43_1_PD",56543.66947,"PD"
"M43_2_PD",70020.77016,"PD"
"M64_1_PD",68733.45521,"PD"
"M64_2_PD",64006.03403,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",1951.527039,"MSS"
"M5_1_MSS",1517.30712,"MSS"
"M5_2_MSS",924.7240798,"MSS"
"T49_1_MSS",5551.884245,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",644.4601028,"PD"
"M42_2_PD",1549.64604,"PD"
"M43_1_PD",33666.15348,"PD"
"M43_2_PD",39058.711,"PD"
"M64_1_PD",1483.979501,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",90829.60734,"MSS"
"M1_2_MSS",104910.7003,"MSS"
"M5_1_MSS",120596.2694,"MSS"
"M5_2_MSS",114911.5882,"MSS"
"T49_1_MSS",205381.1127,"MSS"
"T49_2_MSS",152281.4999,"MSS"
"M42_1_PD",157268.5633,"PD"
"M42_2_PD",137219.1966,"PD"
"M43_1_PD",82362.58048,"PD"
"M43_2_PD",70250.20631,"PD"
"M64_1_PD",199692.7408,"PD"
"M64_2_PD",158536.3293,"PD"
"M1_1_MSS",47255.05415,"MSS"
"M1_2_MSS",66820.58596,"MSS"
"M5_1_MSS",95006.23011,"MSS"
"M5_2_MSS",102493.318,"MSS"
"T49_1_MSS",231728.7487,"MSS"
"T49_2_MSS",205886.1541,"MSS"
"M42_1_PD",378039.8922,"PD"
"M42_2_PD",25300.40631,"PD"
"M43_1_PD",43529.21489,"PD"
"M43_2_PD",5248.308028,"PD"
"M64_1_PD",535660.4112,"PD"
"M64_2_PD",421789.4765,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",947.4776313,"MSS"
"T49_1_MSS",2618.281944,"MSS"
"T49_2_MSS",2312.127971,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",28628.40781,"PD"
"M43_2_PD",22818.91773,"PD"
"M64_1_PD",1217.825654,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",6400.087097,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",2654.010886,"MSS"
"T49_1_MSS",1537.417852,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",3068.427239,"PD"
"M43_1_PD",77315.73414,"PD"
"M43_2_PD",63732.90854,"PD"
"M64_1_PD",4541.172838,"PD"
"M64_2_PD",5862.798931,"PD"
"M1_1_MSS",6489.137964,"MSS"
"M1_2_MSS",5629.995141,"MSS"
"M5_1_MSS",7196.559224,"MSS"
"M5_2_MSS",23838.19161,"MSS"
"T49_1_MSS",3870.313251,"MSS"
"T49_2_MSS",3895.579567,"MSS"
"M42_1_PD",14205.19322,"PD"
"M42_2_PD",18665.54904,"PD"
"M43_1_PD",25209.69936,"PD"
"M43_2_PD",34227.51756,"PD"
"M64_1_PD",20244.44853,"PD"
"M64_2_PD",9443.521025,"PD"
"M1_1_MSS",534359.0643,"MSS"
"M1_2_MSS",516272.4777,"MSS"
"M5_1_MSS",164271.1604,"MSS"
"M5_2_MSS",132101.0948,"MSS"
"T49_1_MSS",83036.17133,"MSS"
"T49_2_MSS",80816.29108,"MSS"
"M42_1_PD",47648.31954,"PD"
"M42_2_PD",17522.42124,"PD"
"M43_1_PD",78352.12845,"PD"
"M43_2_PD",55367.84844,"PD"
"M64_1_PD",71885.41311,"PD"
"M64_2_PD",55177.50328,"PD"
"M1_1_MSS",6342.637151,"MSS"
"M1_2_MSS",23.47581829,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",1163.932451,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",1225.867958,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",18467.91187,"PD"
"M43_2_PD",17089.63803,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",1176.248767,"PD"
"M1_1_MSS",3758.708515,"MSS"
"M1_2_MSS",4594.242138,"MSS"
"M5_1_MSS",1709.640114,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",742.4110982,"MSS"
"T49_2_MSS",2336.69795,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",1627.662177,"PD"
"M43_1_PD",37009.89499,"PD"
"M43_2_PD",46074.7511,"PD"
"M64_1_PD",5035.137167,"PD"
"M64_2_PD",3399.900653,"PD"
"M1_1_MSS",17986.75058,"MSS"
"M1_2_MSS",22346.18386,"MSS"
"M5_1_MSS",15300.09693,"MSS"
"M5_2_MSS",25528.18999,"MSS"
"T49_1_MSS",45757.5402,"MSS"
"T49_2_MSS",29746.86846,"MSS"
"M42_1_PD",46903.80386,"PD"
"M42_2_PD",37588.27854,"PD"
"M43_1_PD",26703.31212,"PD"
"M43_2_PD",25715.88213,"PD"
"M64_1_PD",64451.5402,"PD"
"M64_2_PD",36634.17701,"PD"
"M1_1_MSS",1714.925348,"MSS"
"M1_2_MSS",5610.262246,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",2059.856366,"MSS"
"T49_1_MSS",44378.28756,"MSS"
"T49_2_MSS",27088.82678,"MSS"
"M42_1_PD",20487.7479,"PD"
"M42_2_PD",14712.26371,"PD"
"M43_1_PD",45755.63607,"PD"
"M43_2_PD",46789.06224,"PD"
"M64_1_PD",9340.919746,"PD"
"M64_2_PD",26082.68287,"PD"
"M1_1_MSS",13364.85382,"MSS"
"M1_2_MSS",20528.03776,"MSS"
"M5_1_MSS",0.082965384,"MSS"
"M5_2_MSS",993.0894937,"MSS"
"T49_1_MSS",17605.19627,"MSS"
"T49_2_MSS",24999.95268,"MSS"
"M42_1_PD",3527.098535,"PD"
"M42_2_PD",9884.709467,"PD"
"M43_1_PD",115644.8903,"PD"
"M43_2_PD",90547.27889,"PD"
"M64_1_PD",11362.12467,"PD"
"M64_2_PD",3933.340997,"PD"
"M1_1_MSS",26082.24539,"MSS"
"M1_2_MSS",24010.83657,"MSS"
"M5_1_MSS",11820.43193,"MSS"
"M5_2_MSS",28563.0633,"MSS"
"T49_1_MSS",137896.282,"MSS"
"T49_2_MSS",149946.6492,"MSS"
"M42_1_PD",82500.25048,"PD"
"M42_2_PD",63746.29933,"PD"
"M43_1_PD",70151.91423,"PD"
"M43_2_PD",59598.14194,"PD"
"M64_1_PD",123442.3905,"PD"
"M64_2_PD",115132.585,"PD"
"M1_1_MSS",392862.3444,"MSS"
"M1_2_MSS",323771.3108,"MSS"
"M5_1_MSS",42490.73374,"MSS"
"M5_2_MSS",44598.18658,"MSS"
"T49_1_MSS",126875.891,"MSS"
"T49_2_MSS",138752.4861,"MSS"
"M42_1_PD",20700.25364,"PD"
"M42_2_PD",17188.49005,"PD"
"M43_1_PD",27872.15095,"PD"
"M43_2_PD",32322.56706,"PD"
"M64_1_PD",31887.09646,"PD"
"M64_2_PD",34643.38291,"PD"
"M1_1_MSS",443805.3258,"MSS"
"M1_2_MSS",404213.6142,"MSS"
"M5_1_MSS",16704.9069,"MSS"
"M5_2_MSS",18676.17664,"MSS"
"T49_1_MSS",103591.9843,"MSS"
"T49_2_MSS",103175.3155,"MSS"
"M42_1_PD",9367.210307,"PD"
"M42_2_PD",6492.801565,"PD"
"M43_1_PD",103790.6474,"PD"
"M43_2_PD",96248.3686,"PD"
"M64_1_PD",18883.61349,"PD"
"M64_2_PD",12207.77077,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",9903.273869,"MSS"
"T49_2_MSS",10614.10813,"MSS"
"M42_1_PD",685.3779522,"PD"
"M42_2_PD",895.989227,"PD"
"M43_1_PD",8296.733485,"PD"
"M43_2_PD",14223.19905,"PD"
"M64_1_PD",2354.728288,"PD"
"M64_2_PD",534.6354241,"PD"
"M1_1_MSS",8343.79909,"MSS"
"M1_2_MSS",8461.358475,"MSS"
"M5_1_MSS",18223.07907,"MSS"
"M5_2_MSS",29902.27745,"MSS"
"T49_1_MSS",43291.95341,"MSS"
"T49_2_MSS",54419.43576,"MSS"
"M42_1_PD",79683.67072,"PD"
"M42_2_PD",8196.993721,"PD"
"M43_1_PD",3630.76861,"PD"
"M43_2_PD",1375.970646,"PD"
"M64_1_PD",32702.83611,"PD"
"M64_2_PD",30877.03736,"PD"
"M1_1_MSS",15657.50875,"MSS"
"M1_2_MSS",11926.12685,"MSS"
"M5_1_MSS",34875.14893,"MSS"
"M5_2_MSS",78940.51058,"MSS"
"T49_1_MSS",100935.5633,"MSS"
"T49_2_MSS",125261.0808,"MSS"
"M42_1_PD",10516.46834,"PD"
"M42_2_PD",34960.75425,"PD"
"M43_1_PD",11556.64072,"PD"
"M43_2_PD",5047.223646,"PD"
"M64_1_PD",29857.04244,"PD"
"M64_2_PD",44449.97878,"PD"
"M1_1_MSS",658141.9004,"MSS"
"M1_2_MSS",598118.0609,"MSS"
"M5_1_MSS",707966.1893,"MSS"
"M5_2_MSS",751765.7051,"MSS"
"T49_1_MSS",2978567.633,"MSS"
"T49_2_MSS",2563300.129,"MSS"
"M42_1_PD",1064590.142,"PD"
"M42_2_PD",577095.0312,"PD"
"M43_1_PD",566844.0922,"PD"
"M43_2_PD",150629.8082,"PD"
"M64_1_PD",3233763.039,"PD"
"M64_2_PD",2869387.551,"PD"
"M1_1_MSS",2467966.875,"MSS"
"M1_2_MSS",2625500.722,"MSS"
"M5_1_MSS",2333862.388,"MSS"
"M5_2_MSS",2951856.426,"MSS"
"T49_1_MSS",4636244.872,"MSS"
"T49_2_MSS",4012457.244,"MSS"
"M42_1_PD",1807812.994,"PD"
"M42_2_PD",696658.2497,"PD"
"M43_1_PD",2599285.757,"PD"
"M43_2_PD",656570.2764,"PD"
"M64_1_PD",4003890.148,"PD"
"M64_2_PD",2865564.766,"PD"
"M1_1_MSS",211651.0576,"MSS"
"M1_2_MSS",262878.2235,"MSS"
"M5_1_MSS",281818.9062,"MSS"
"M5_2_MSS",363217.8636,"MSS"
"T49_1_MSS",402459.4955,"MSS"
"T49_2_MSS",258989.7401,"MSS"
"M42_1_PD",245215.3,"PD"
"M42_2_PD",78076.95459,"PD"
"M43_1_PD",306426.508,"PD"
"M43_2_PD",130607.9019,"PD"
"M64_1_PD",282840.5681,"PD"
"M64_2_PD",248478.6637,"PD"
"M1_1_MSS",1421.235046,"MSS"
"M1_2_MSS",17992.95584,"MSS"
"M5_1_MSS",76578.80004,"MSS"
"M5_2_MSS",72928.78351,"MSS"
"T49_1_MSS",20694.85556,"MSS"
"T49_2_MSS",24637.85112,"MSS"
"M42_1_PD",57741.88511,"PD"
"M42_2_PD",79030.16697,"PD"
"M43_1_PD",301610.5792,"PD"
"M43_2_PD",371373.7419,"PD"
"M64_1_PD",16687.91958,"PD"
"M64_2_PD",8756.639489,"PD"
"M1_1_MSS",5287.796861,"MSS"
"M1_2_MSS",2857.93654,"MSS"
"M5_1_MSS",7194.884324,"MSS"
"M5_2_MSS",14425.11759,"MSS"
"T49_1_MSS",49484.92348,"MSS"
"T49_2_MSS",35132.71534,"MSS"
"M42_1_PD",22294.10787,"PD"
"M42_2_PD",31946.03971,"PD"
"M43_1_PD",60498.63626,"PD"
"M43_2_PD",56212.70208,"PD"
"M64_1_PD",38801.75046,"PD"
"M64_2_PD",20718.16983,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",7036.363066,"MSS"
"M5_1_MSS",18.70315234,"MSS"
"M5_2_MSS",1142.816689,"MSS"
"T49_1_MSS",3235.188368,"MSS"
"T49_2_MSS",1440.477723,"MSS"
"M42_1_PD",863.3471304,"PD"
"M42_2_PD",1136.864688,"PD"
"M43_1_PD",113563.2804,"PD"
"M43_2_PD",105658.038,"PD"
"M64_1_PD",4204.008338,"PD"
"M64_2_PD",4562.151498,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",433.9234497,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",767.1715785,"PD"
"M43_2_PD",1754.580383,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",14397.13324,"MSS"
"M1_2_MSS",19942.06061,"MSS"
"M5_1_MSS",19504.84249,"MSS"
"M5_2_MSS",30001.07085,"MSS"
"T49_1_MSS",29014.63083,"MSS"
"T49_2_MSS",19159.89545,"MSS"
"M42_1_PD",30514.37934,"PD"
"M42_2_PD",38424.76759,"PD"
"M43_1_PD",100602.333,"PD"
"M43_2_PD",97019.36125,"PD"
"M64_1_PD",23760.58955,"PD"
"M64_2_PD",16929.17925,"PD"
"M1_1_MSS",17478.99592,"MSS"
"M1_2_MSS",10161.69916,"MSS"
"M5_1_MSS",3000.969144,"MSS"
"M5_2_MSS",1882.409995,"MSS"
"T49_1_MSS",3138.130404,"MSS"
"T49_2_MSS",5156.324078,"MSS"
"M42_1_PD",2676.962391,"PD"
"M42_2_PD",1942.50266,"PD"
"M43_1_PD",25808.30158,"PD"
"M43_2_PD",37509.04647,"PD"
"M64_1_PD",2441.365217,"PD"
"M64_2_PD",3110.460377,"PD"
"M1_1_MSS",3797.792711,"MSS"
"M1_2_MSS",3697.398507,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",3078.330784,"MSS"
"T49_2_MSS",3116.465184,"MSS"
"M42_1_PD",522.4239091,"PD"
"M42_2_PD",891.4484504,"PD"
"M43_1_PD",71199.05129,"PD"
"M43_2_PD",59616.39542,"PD"
"M64_1_PD",1145.080834,"PD"
"M64_2_PD",983.6076642,"PD"
"M1_1_MSS",5666.921051,"MSS"
"M1_2_MSS",4021.626224,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",2884.212515,"MSS"
"T49_2_MSS",1765.107645,"MSS"
"M42_1_PD",121.5491022,"PD"
"M42_2_PD",704.5645193,"PD"
"M43_1_PD",14470.28894,"PD"
"M43_2_PD",14630.78488,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",16599.97221,"MSS"
"M1_2_MSS",7263.87759,"MSS"
"M5_1_MSS",32269.27266,"MSS"
"M5_2_MSS",34285.18622,"MSS"
"T49_1_MSS",5332.385269,"MSS"
"T49_2_MSS",6266.441436,"MSS"
"M42_1_PD",1991.361275,"PD"
"M42_2_PD",1994.328723,"PD"
"M43_1_PD",110416.0668,"PD"
"M43_2_PD",89026.54825,"PD"
"M64_1_PD",27084.94604,"PD"
"M64_2_PD",28307.81129,"PD"
"M1_1_MSS",6854470.041,"MSS"
"M1_2_MSS",6410832.141,"MSS"
"M5_1_MSS",4235439.499,"MSS"
"M5_2_MSS",5883389.635,"MSS"
"T49_1_MSS",7966076.046,"MSS"
"T49_2_MSS",10453178.38,"MSS"
"M42_1_PD",7838888.213,"PD"
"M42_2_PD",7820600.057,"PD"
"M43_1_PD",7452304.772,"PD"
"M43_2_PD",9826670.261,"PD"
"M64_1_PD",8280447.014,"PD"
"M64_2_PD",8337107.662,"PD"
"M1_1_MSS",57439.71875,"MSS"
"M1_2_MSS",41489.97529,"MSS"
"M5_1_MSS",40950.39924,"MSS"
